Date,Job Title,URL,Status,Notes
2026-06-06 09:53:57,Manual /apply,https://www.linkedin.com/company/arbeitnow,Skipped,Unsupported platform or social media
2026-06-06 10:14:08,Manual /apply,https://github.com/tourdedave/the-internet,Skipped,Unsupported platform or social media
2026-06-06 11:20:38,Manual /apply,https://profile.w3schools.com/log-in,Applied,Manual apply
2026-06-06 11:20:38,Manual /apply,https://jobicy.com/jobs/77609-software-engineer-fresher,Skipped,Manual apply
2026-06-06 11:20:38,Manual /apply,https://profile.w3schools.com/log-in,Skipped,Manual apply
2026-06-06 11:23:19,"🚨  [Date Extended, Apply Soon] Infosys Off Campus ",https://t.me/kickcharm,Skipped,Unsupported platform
2026-08-22 06:27:13,TEST JOB,https://test.com,Test,Local test run
2026-08-22 06:30:37,TEST JOB,https://test.com,Test,Local test run
2026-08-22 07:02:38,🔴 Wipro is Hiring ▪️ Post - Customer Service Repre,https://careers.wipro.com/job/Customer-Service-Representative/189949-en_US,Skipped,"Error: Executable doesn't exist at C:\Users\MANOJ\AppData\Local\ms-playwright\chromium-1091\chrome-win\chrome.exe
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝"
2026-08-22 07:03:43,🔴 Wipro is Hiring ▪️ Post - Customer Service Repre,https://telegram.dog/jobsgovind,Skipped,"Error: Executable doesn't exist at C:\Users\MANOJ\AppData\Local\ms-playwright\chromium-1091\chrome-win\chrome.exe
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝"
2026-08-22 07:04:31,🔴 Outsourced is Hiring (Work From Home - Remote)  ,https://apply.jobadder.com/17854/890657/3k4nckvi5zvejnt3ko5hy234w4?site=au6,Skipped,"Error: Executable doesn't exist at C:\Users\MANOJ\AppData\Local\ms-playwright\chromium-1091\chrome-win\chrome.exe
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝"
2026-08-22 07:05:12,🔴 Income Tax Department Recruitment 2026 ▪️ Post -,https://incometaxmpcg.gov.in/canteen-recruitment-2026/,Skipped,Government registration portal — manual apply required
2026-08-22 07:05:23,🔴 TTEC is Hiring  ▪️ Post - Chat Customer Service ,https://ttec.taleo.net/careersection/10008/jobdetail.ftl?job=2445583&src=JB-10085,Skipped,"Error: Executable doesn't exist at C:\Users\MANOJ\AppData\Local\ms-playwright\chromium-1091\chrome-win\chrome.exe
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝"
2026-08-22 07:06:09,Frido is hiring for the role of WhatsApp chat supp,https://www.linkedin.com/jobs/view/4448960865/,Skipped,Unsupported platform
2026-08-22 07:06:23,🔴 YipitData is Hiring (Work From Home - Remote)  ▪,https://job-boards.greenhouse.io/yipitdatajobs/jobs/7026087?gh_src=g0o01s491us,Skipped,"Error: Executable doesn't exist at C:\Users\MANOJ\AppData\Local\ms-playwright\chromium-1091\chrome-win\chrome.exe
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝"
2026-08-22 07:07:35,🚨  TCS NQT 2026 Registration Open Hiring Across In,https://t.me/kickcharm,Skipped,Unsupported platform
2026-08-22 07:07:37,🚀 Remote Job Opportunity !! Peroptyx Hiring Freshe,https://t.me/kickcharm,Skipped,Unsupported platform
2026-08-22 07:07:48,🚨 L&T Technology Hiring Freshers for GenAI Trainee,https://larsentoubrocareers.peoplestrong.com/job/detail/LNT_GT_1820559,Skipped,"Error: Executable doesn't exist at C:\Users\MANOJ\AppData\Local\ms-playwright\chromium-1091\chrome-win\chrome.exe
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝"
2026-08-22 07:08:40,🚀 Remote Job Opportunity!!! Sutherland Hiring Fres,https://www.naukri.com/job-listings-associate-sutherland-chennai-0-to-4-years-200726031231?src=cluster&sid=17847176353289539_1&xp=1&px=1,Skipped,Unsupported platform
2026-08-22 07:08:52,"Freshers, Xpentra Technologies is hiring through A",https://go.acciojob.com/Kz7yU4,Skipped,"Error: Executable doesn't exist at C:\Users\MANOJ\AppData\Local\ms-playwright\chromium-1091\chrome-win\chrome.exe
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝"
2026-08-22 07:09:36,🔴   ICICI Mass Hiring Relationship Manager/Associa,https://www.naukri.com/icici-jobs?k=icici&experience=0&nignbevent_src=jobsearchDeskGNB,Skipped,Unsupported platform
2026-08-22 07:09:47,🚀 TTEC Hiring Freshers For Chat Support Representa,https://ttec.taleo.net/careersection/10008/jobdetail.ftl?job=2445583&src=JB-10085,Skipped,"Error: Executable doesn't exist at C:\Users\MANOJ\AppData\Local\ms-playwright\chromium-1091\chrome-win\chrome.exe
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝"
2026-08-22 07:10:34,🚨 TCS iON Offers 15 Day Free Digital Certification,https://www.tcsion.com/courses/career-edge-young-professional/,Skipped,"AI Rejected: 🏢 *TCS iON*
💼 *Position:* Digital Certification Program
📍 *Location:* Online
💰 *"
2026-08-22 07:10:45,🔴 CometChat Hiring Freshers For Internship Experie,https://careers.cometchat.com/jobs/Careers/222390000001239043/Marketing-Intern-%E2%80%94-Crossword?source=CareerSite,Skipped,"Error: Executable doesn't exist at C:\Users\MANOJ\AppData\Local\ms-playwright\chromium-1091\chrome-win\chrome.exe
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝"
2026-08-22 07:11:42,🚨 TCS BPS Off Campus Hiring Freshers Across India ,https://www.tcs.com/careers/india/tcs-bps-fresher-hiring?,Skipped,"Error: Executable doesn't exist at C:\Users\MANOJ\AppData\Local\ms-playwright\chromium-1091\chrome-win\chrome.exe
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝"
2026-08-22 07:12:54,KPMG Recruitment 2026 | Analyst | Actuarial Servic,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30046319?keyword=30046319&mode=location,Skipped,"Error: Executable doesn't exist at C:\Users\MANOJ\AppData\Local\ms-playwright\chromium-1091\chrome-win\chrome.exe
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝"
